src,hyp,tgt,label,target_word,mis_score
But her mind had never been in such perturbation ; and it needed a very strong effort to appear attentive and cheerful till the usual hour of separating allowed her the relief of quiet reflection . What is the meaning of perturbation ?,A state of perturbation,Agitation ; the state of being perturbed,Not Hallucination,,0.7128615975379944
I was forced to rethink my notion of <define> disadvantagedness </define> and to define disadvantage in more than economic terms .,Any condition or state of disadvantageousness,The quality of being disadvantaged.,Hallucination,disadvantagedness,0.4066053628921509
"It was hot there too ; big flies buzzed <define> fiendishly </define> , and did not sting , but stabbed .",To act in a manner that is unpleasant to other people.,"In a fiendish manner; evilly, wickedly.",Hallucination,fiendishly,0.41474491357803345
"But , first and foremost , to believe in 1 January you would have to believe in <define> Saint Claus </define> .",Alternative form of Saint Claus,Synonym of Santa Claus,Hallucination,Claus,0.26516714692115784
He moved with a befitting grace . What is the meaning of befitting ?,Having the right qualifications to work in a particular position.,"appropriate , becoming",Hallucination,befitting,0.30433952808380127
"The loud , nasally voice from behind the door attracted my attention . What is the meaning of nasally ?",Nasally.,That sounds nasal .,Not Hallucination,,0.7764657735824585
"So with sentences or the combinations of words . much skill is required for their construction . they must convey your meaning accurately , and as far as possible in the natural order of thought , and yet they must not be complex , involved , verbose , stiff , ungainly , or tautological . they must be brief , but not curt ; explicit , but not verbose . here , again , good taste must be your guide , rather than rules which teachers propound , but which the pupil never follows . What is the meaning of verbose ?","wordy , verbose","Containing or using more words than necessary ; long-winded , wordy .",Not Hallucination,,0.7173369526863098
"This test is pretty tough , but i think i 'm equal to it . What is the meaning of equal ?",Equal To.,Adequate ; sufficiently capable or qualified .,Hallucination,equal,0.24757623672485352
"He follows frédi kanouté , who achieved the feat in 2006 and 2007 for sevilla , in scoring in consecutive uefa cup/europa league finals . What is the meaning of consecutive ?",Sequentially following one another.,"following , in succession , without interruption",Not Hallucination,,0.8448606729507446
Heavily burdened . What is the meaning of heavily ?,Very heavy,With a great weight .,Not Hallucination,,0.7981767058372498
You can vary <define> eggless </define> ice cream with flavors of your choice .,Without eggs,Containing no egg,Not Hallucination,,0.7914485931396484
"With a wild <define> whimsiness </define> , he now used his coffin for a sea - chest ; and emptying into it his canvas bag of clothes , set them in order there .",ness,whimsicality,Hallucination,whimsiness,0.11849703639745712
Managers and leaders <define> villainize </define> those who interfere with their needs and desires — those who do not support the organization . Workers and outsiders villainize managers and leaders for not sharing benefits and rewards created by business .,(transitive) To villainize something.,(transitive) To represent as a villain.,Not Hallucination,,0.8267782330513
"The lobule margins , furthermore , are arched away from the lobe , with the consequence that ( when fully inflated ) the abaxial leaf surface forms the interior <define> lining </define> of the lobule .",anything that lines something.,A covering for the inside surface of something.,Hallucination,lining,0.2874543368816376
A vegetated streambank . What is the meaning of vegetated ?,any.,On which vegetation is growing .,Hallucination,vegetated,0.20539452135562897
"Tom perkins is putting his superyacht , the maltese falcon , up for sale , just two years after he first set sail on it . What is the meaning of superyacht ?",Very large yacht,A very large luxury yacht .,Not Hallucination,,0.889016330242157
For six years they had taken care of him and loved him—watched over his outgoings and his incomings and forgiven all his absent-mindednesses . What is the meaning of absent-mindedness ?,Not being able to concentrate.,The characteristic or state of being easily distracted or preoccupied .,Hallucination,absent-mindedness,0.42479586601257324
Mayonnaise is made by the emulsification of oil and vinegar . What is the meaning of emulsification ?,ulization,The process by which an emulsion is formed .,Hallucination,emulsification,0.21268315613269806
"Pursuers are more likely than <define> distancers </define> to seek help from a professional , such as a physician .",any who is not present at the same time.,(psychology) A person who tends to maintain emotional distance and detachment,Hallucination,distancers,0.18454284965991974
Tripping me was deliberate action . What is the meaning of deliberate ?,Make something deliberate,Done on purpose ; intentional .,Not Hallucination,,0.8059774041175842
"In short , “ Cruise ” is bro - country : music by and of the tatted , gym - toned , <define> party - hearty </define> young American white dude .",Party-hearty.,One who parties heavily.,Not Hallucination,,0.850121796131134
"But shulgin , while a nimble conversationalist , can have trouble with names — of people and places , never chemicals . What is the meaning of conversationalist ?",A person who is skilled in conversation,A person skilled in general conversation .,Not Hallucination,,0.8495804667472839
It is the last week of our french cinema run . What is the meaning of run ?,any thing that runs.,"The period of showing of a play , film , TV series , etc .",Hallucination,run,0.14864222705364227
"[ … ]   the "" tuba mirabilis "" , a magnificent stop , from over - pressure speaks so peremptorily that it is impossible to introduce it harmoniously or <define> blendingly </define> , as it stands out immediately alone .",harmoniously,"In a blending way, gradually.",Hallucination,blendingly,0.4577583074569702
